;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kasprzhak A.G., Bysik N.V.,""57015325300";57015407700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951028698&doi=10.1080%2f10609393.2015.1096148&partnerID=40&md5=46cc5b18d105ac4ddc7e0dad83503c56"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Polivanova K.P., Sazonova E.V., Shakarova M.A.,""57015286600";57014988800;57015502300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950984855&doi=10.1080%2f10609393.2015.1096150&partnerID=40&md5=fc9d0fe1052efd20a9641f7ec8bea2a8"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bysik N., Evstigneeva N., Isaeva N., Kukso K., Harris A., Jones M.,""57015407700";57190807348;57190168105;57188746478;7404039718;55491035700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983340483&doi=10.1080%2f02188791.2015.1056588&partnerID=40&md5=cbcb027d2e8a1b970da5aaadc8f060d0"",""distributed leadership"; managerial approaches; principal leadership; professional development; professional training;" retraining"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bolotov V., Valdman I., Kovaleva G., Pinskaya M.,""22733636900";57015302800;7005879054;56968021400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951121691&doi=10.1080%2f10609393.2015.1096145&partnerID=40&md5=949536e97131d2fc9d1dd0211198a10e"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Letuchiy A.,""55823575400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954535699&doi=10.1418%2f81750&partnerID=40&md5=9aab875276a2e726241fbdaae05cbc13"",""Absolute tense interpretation"; Adjunct clauses; Relative tense interpretation; Russian;" Zero copula"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zakharov A., Carnoy M.,""56045167200";6701611241;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929322218&doi=10.1016%2fj.ijedudev.2015.04.007&partnerID=40&md5=59bda0647afe3b24eefb466a38a429b5"",""Educational policy"; High stakes exams; International education;" Teacher expectations"",""academic performance"; education policy; mathematics; student; teaching; learning; perception; performance assessment; prediction; secondary education;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Hövermann A., Groß E.M., Zick A., Messner S.F.,""56572913400";14819316700;24330091700;7006416831;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925662285&doi=10.1016%2fj.ssresearch.2015.03.001&partnerID=40&md5=ab8286530d51894a2ef7069a42e81c2e"",""Institutional anomie"; Marketization; Prejudice;" Social institutions"",""adolescent"; adult; aged; anomie; attitude; crime; female; Germany; homeless person; human; male; middle aged; migrant; prejudice; questionnaire; social discrimination; social psychology; socioeconomics; thinking; unemployment; very elderly; vulnerable population; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Anomie; Attitude; Crime; Emigrants and Immigrants; Female; Germany; Homeless Persons; Humans; Male; Middle Aged; Prejudice; Social Discrimination; Social Values; Socioeconomic Factors; Surveys and Questionnaires; Thinking; Unemployment; Vulnerable Populations;" Young Adult""";;;;;;;;;;;;;;;;;;;;;;;;
13;"Mylonas Y.,""54791223700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941213679&partnerID=40&md5=30d4c98f1aaf9bda550ec74b059b10d3"",""Austerity"; Biopolitics; Biopower; Competition; Crisis; Der Spiegel; EU; Germany; Governmentality; Greece; Neoliberalism; Postdemocracy;" Reforms"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sokolov A., Chulok A.,""55145232200";56669650700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963576474&doi=10.1016%2fj.futures.2015.12.005&partnerID=40&md5=0a4c7c12f361a734bd4500d17ac33e4e"",""Foresight methodology"; Priority research areas; Science and technology Foresight;" Science, technology and innovation policy"",""future prospect"; government; innovation; market transition; research and development; science and technology; technology policy;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lisyutkin M.A., Froumin I.D.,""57189732625";57189764191;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975094345&doi=10.1080%2f10609393.2015.1096136&partnerID=40&md5=0a5f5b0f5e17b5a45539601959f6df67"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yanbarisova D.M.,""56968116400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947594202&doi=10.1080%2f10609393.2015.1096138&partnerID=40&md5=a2f08e921c3798419e3d49905d0caebc"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yudkevich M.M.,""25924090500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947590323&doi=10.1080%2f10609393.2015.1096141&partnerID=40&md5=709514d9c3bfd71053c91d867f1c68c2"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yastrebov G., Pinskaya M., Kosaretsky S.,""25937011700";56968021400;15058987600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947569178&doi=10.1080%2f10609393.2015.1096140&partnerID=40&md5=6f0e06a281f1a83ffc02dfb102ed512a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Swader C.S., Vorobeva I.D.,""16433018100";56479194600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939971849&doi=10.1007%2fs12119-014-9269-7&partnerID=40&md5=a2e5b32d284a0f6b22fca4b8649c3220"",""Commodification"; Compensated dating; Eastern Europe; Post-socialism; Rationalization;" Transactional sex"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Karachurina L., Mkrtchyan N.,""6603859209";54788001400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934876314&doi=10.1515%2fbog-2015-0018&partnerID=40&md5=322bcfd767b6cb7ab7c94da1e04da54d"",""centre"; Cities; districts; periphery;" population dynamics"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Shevchuk A., Strebkov D., Davis S.N.,""36009573400";35821606000;16641999100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924540620&doi=10.1016%2fj.rssm.2015.02.004&partnerID=40&md5=8a19a8b9b714ea93e00c73120d95b1cb"",""Educational mismatch"; Freelancers; Gender and work; Job satisfaction;" Perceived job mobility"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Khlevniuk O.,""40061091300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940657119&doi=10.1353%2fkri.2015.0043&partnerID=40&md5=efd165685fbff61d640aa9e9a624d8ca"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Golichenko O.,""6505863853";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958253792&doi=10.4018%2f978-1-4666-8358-7.ch027&partnerID=40&md5=2b8b4f349b7fa8b595871c1eb951de5a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Métivier J.-P., Lepailleur A., Buzmakov A., Poezevara G., Crémilleux B., Kuznetsov S.O., Goff J.L., Napoli A., Bureau R., Cuissart B.,""24491333300";6507247458;56018681500;35090500000;6602534368;7202573378;15725062500;7005873419;7004127505;7801343932;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930216313&doi=10.1021%2fci500611v&partnerID=40&md5=2a5e544f92db1b79124cf3ec554ee842"",,""Chemical analysis"; Data mining; Emerging patterns; Formal concepts; Graph mining; Its efficiencies; Molecular data; Molecular patterns; Robust patterns; Structural pattern; Formal concept analysis; mutagenic agent; automated pattern recognition; chemistry; data mining; drug development; procedures; Data Mining; Drug Discovery; Mutagens;" Pattern Recognition, Automated""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Borodin A.I., Tatuev A.A., Shash N.N., Lyapuntsova E.V., Rokotyanskaya V.V.,""56658374000";56584657100;56712769200;6507410840;56658694500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930008270&doi=10.5539%2fass.v11n14p198&partnerID=40&md5=40fd9e49a2fc0ecab9ee074a2bec4205"",""Company"; Economic potential; Evaluation of the respective business entity; Factor approach; Household unit;" Management"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Askanius T., Mylonas Y.,""55923818300";54791223700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949678349&doi=10.1080%2f13183222.2015.1017249&partnerID=40&md5=748cc90ea8c7ebbeeaa0c9c8dc478a73"",""Anti-public spheres"; Cultural racism; Denmark; European economic crisis; Extreme-right activism; Online media;" Sweden"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mikhailovna R.N., Viktorovich Y.A.,""57196705637";57196727260;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033702672&partnerID=40&md5=0b7a5bc5c9351bd043d6704bf4746bc5"",""Digital technologies"; Media market; Russia.; Telecommunications;" Television"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yamamura E., Sabatini F.,""7003685151";41961590000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926508143&doi=10.1016%2fj.japwor.2015.03.003&partnerID=40&md5=0e291ca288e2cb158921baff01a5fc42"",""Elections"; H8; Koizumi administration; Mass media; Newspapers;" Television"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Rutkevich A.,""36712571700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938397280&doi=10.1007%2fs11212-014-9221-2&partnerID=40&md5=c7b0694aac8c15cc1b27179483cdc26f"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Porus V.N.,""52964543700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938223162&doi=10.1007%2fs11212-014-9217-y&partnerID=40&md5=851edb0c3a9e43b5c8138d0af7899076"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kuzminov I.I., Semenov D.S., Froumin I.D.,""56451630300";56845013500;36639433500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941644817&doi=10.1080%2f10609393.2015.1068576&partnerID=40&md5=c70d51d44098428f254fc5156b5da972"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Tiumeneva Y.A., Kuzmina J.V.,""56845668900";57200860851;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941656605&doi=10.1080%2f10609393.2015.1068567&partnerID=40&md5=7bf3b310cc36dde9f1b2014f9e8f0171"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ivaniushina V.A., Aleksandrov D.A.,""6603652997";56845060800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941614354&doi=10.1080%2f10609393.2015.1068553&partnerID=40&md5=ce67bb4fd36ff97cf1812f87be8e499d"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Oleinik A., Strelkova O.,""15834937900";56649346000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006008849&doi=10.1080%2f23254823.2015.1110291&partnerID=40&md5=63dc1212314b13fd83c98cace439db3f"",""elective affinity"; institutional transfers; Maidan; repertoires of contention;" Ukraine"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Fomichov V.A.,""6602185149";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040559215&doi=10.1016%2fB978-0-08-097086-8.23082-1&partnerID=40&md5=65f20cbacb39534ebd4a9c8abd8bf8db"",""Adolescents"; Cognitive-emotional sphere; Cognitonics; Emotional intelligence; Informational-aesthetic conception of consciousness development; Level of appreciating the value of thought; Level of broad beauty appreciation; Level of enhanced awareness of social agreements and social responsibility; Levels of consciousness model; Mindfulness-based educational programs; Positive psychology movement; Promoting emotional and social competence; System of the methods of emotional-imaginative teaching; Theory of dynamic conceptual mappings;" Young children"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kirtchik O., Heredia M.,""36677495100";36052794800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020685605&doi=10.1016%2fB978-0-08-097086-8.03207-4&partnerID=40&md5=bdf45bf106e15947a1135c8ccffaa4b7"",""Authoritarianism"; Democratization; Dependency theory; Dictatorship; Eastern Europe; Economics; Hitlerism; Latin America; Military junta; Socialist one-party state; Sociology; Soviet Union;" Stalinism"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Liao T.F., Deviatko I.F.,""57201109270";36612806100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043440159&doi=10.1016%2fB978-0-08-097086-8.03212-8&partnerID=40&md5=918fb3babebd984c4abcf904c1ca8637"",""Causal analysis"; Causality; Confounding; Counterfactuals; Experiment; Experimental design; Experimentation; Field experiment; Hypothesis testing; Quasi-experiment; Quasi-experimentation; Selection bias; Statistical analysis; Statistics;" Structural equation modeling"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Iarskaia-Smirnova E., Yarskaya V.,""6506466504";25224040100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043442149&doi=10.1016%2fB978-0-08-097086-8.28091-4&partnerID=40&md5=a1407a9c622b1fbfd00006aef6081fca"",""Education"; Jurisdiction; Post-soviet; Postsocialist; Profession; Professional autonomy; Russia; Social policy; Social welfare; Social work; Soviet; Training;" Values"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Cieciuch J., Schwartz S.H., Davidov E.,""36605942900";7403606009;23102647300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019020159&doi=10.1016%2fB978-0-08-097086-8.25098-8&partnerID=40&md5=31d4ff6ec96d2afb3dddcb5b6c9657fb"",""Attitudes"; Behavior; Culture; Individual differences; Personality;" Values"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mukhina A.S.,""56584147900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926472607&doi=10.5539%2fass.v11n8p58&partnerID=40&md5=855d8d9b6fd4c7c82af2d24b438df37f"",""Efficiency"; Internal control; Internal control concepts; Standards;" The internal control system"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Karpov A.,""24464304000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920623669&doi=10.1016%2fj.mathsocsci.2014.12.001&partnerID=40&md5=7cb48612bffa8080f6512ae6305f6f33"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Behrens K., Bougna T.,""56251682700";56520152600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923062581&doi=10.1016%2fj.regsciurbeco.2015.01.002&partnerID=40&md5=efed8aec322755cabd8277bf918a8fc6"",""Canada"; Location patterns; Manufacturing industries;" Micro-geographic data"",""industrial location"; industrial performance; manufacturing; secondary sector industry;" Canada""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Krasavin E.M., Krasavina R.A.,""56073889100";56073952400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926428814&doi=10.5539%2fass.v11n6p302&partnerID=40&md5=92098faa8c802d8b7f12094ab2bf46a2"",""Basic competitiveness"; Competitive advantages; Competitiveness of the region; Competitiveness system;" Prospective competitiveness"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Semenenko I.,""6701669903";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924089962&doi=10.1080%2f09668136.2014.1002681&partnerID=40&md5=0e49ffdf99509c2e9a996594cdc4a9fb"",,""ethnicity"; national identity; nationalism;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Khakhunova A.K.,""57196708520";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033704526&partnerID=40&md5=1a7db711dc6bb7a36810285c44d4ece6"",""Effectiveness"; Evaluation; Governance; Public administration;" USA"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yen S.H., Ong W.L., Ooi K.P.,""42862881100";57195806621;57201666004;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037146437&doi=10.1177%2f0973801014557391&partnerID=40&md5=7dfe9a9e6539563efff6fc7ee4af0179"",""Employment Multiplier"; Higher Education; Income Multiplier;" Input–Output Analysis"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Gasparyan D.,""24176741200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924865376&partnerID=40&md5=26c1f0320e42389515ac3fee8e7f1724"",""Event"; Global observer; Ideal observer; Limited observer; Local observer; Omniscient interpreter; Omniscient observer; Truth;" Ultimate observer"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Pruzhinin B.,""37096156600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928023620&partnerID=40&md5=343b6f61f0d03cedf583b59f5b209be9"",""Applied research philosophy of science"; Cultural-historical epistemology; Fundamental science; Methodology; Repeatability;" Scientific knowledge"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Dobrynskaya V.,""23488540800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926419640&doi=10.1111%2froie.12174&partnerID=40&md5=c1aa41472137adbec3bc1bbec2ac9753"",,""currency"; financial market; inflation; interest rate; macroeconomics;" risk assessment""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Letuchiy A.,""55823575400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928942803&doi=10.1515%2fling-2015-0012&partnerID=40&md5=ef78b9f17d0e635334fd9fcdc2a9bedc"",""argument"; causation; labile verbs; motion verbs; the Russian language;" transitivity"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Krickovic A.,""56124489900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945567307&partnerID=40&md5=dec2a45c7b705e04379f0286c36d51eb"",""Emerging powers"; Global governance;" Regionalism"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Arif E.,""56736551600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937958446&doi=10.3167%2fghs.2015.080110&partnerID=40&md5=d1000f6da8d0f476b846b199f47b47d7"",""Bodily form"; Body; Girls fighting; Normalization;" Safety and security"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Korotayev A.V., Issaev L.M., Shishkina A.R.,""7003940480";56460262800;56459981300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919775631&doi=10.1177%2f1069397114536126&partnerID=40&md5=152aec087e30ad83f96172264dafb770"",""Arab world"; economic activity; female employment; gender; Islam; labor force;" participation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mikhailovich M.P.,""57196709636";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033684773&partnerID=40&md5=db4dc9e97beeeeaddb5dcd6dc7615859"",""Current account deficit"; Devaluation; Emerging markets; Gini coefficient; Industrial policy; Investment.; Saving; Social policy; South Africa;" Unemployment"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kazartsev E.,""55669864700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951061835&doi=10.5325%2fcomplitstudies.52.4.0682&partnerID=40&md5=9ac89bd86ff8ac76a1ec2ba791984e1a"",""Dutch"; German; Metrics;" Russian"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Vdovin A.,""56146933200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934779516&doi=10.1080%2f00806765.2015.1042761&partnerID=40&md5=8c24ef32cb0913501cce8f00c9edfa66"",""History of Russian science"; literary ethnography; mid-nineteenth century Russian literature; Russian nationalism;" writers and power"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Dzyaloshinsky I.M., Pilgun M.A.,""56178415300";56178277300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034648481&doi=10.1080%2f19409419.2015.1008944&partnerID=40&md5=c3afc43a46c139701b92d4b2275a2642"",""New media technologies"; Russian business communication;" Social media"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kupriyanov B.V.,""57131078100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958742215&partnerID=40&md5=bff398ecc3fa00cf7a6bab965bf05038"",""Children's activities"; Different generations; Leisure activity of schoolboys; Public infrastructure of leisure activities;" Socio-cultural reproduction"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bonch-Osmolovskaya A.,""26967547200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952778361&partnerID=40&md5=e0a9c6a9f12e5817ca256458ab932962"",""Corpus linguistics"; Dative subject constructions; Quantitative methods;" Russian"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
